"new_id","structure_category","fatal_score","pop_score","fishing_score","rec_score","hazard_score","ph_tot_score"
781,"Grade Control Structure",0,0.967242948134668,0,0,4,4.96724294813467
761,"Grade Control Structure",0,0.966333030027298,0,0,4,4.9663330300273
881,"Grade Control Structure",0,0.962693357597816,0,0,4,4.96269335759782
882,"Grade Control Structure",0,0.958143767060964,0,0,4,4.95814376706096
3,"Diversion Dam",0,0.955414012738854,0,0,4,4.95541401273885
37,"Diversion Dam",0,0.952684258416743,0,0,4,4.95268425841674
36,"Diversion Dam",0,0.949954504094631,0,0,4,4.94995450409463
867,"Grade Control Structure",0,0.94722474977252,0,0,4,4.94722474977252
131,"Diversion Dam",0,0.94631483166515,0,0,4,4.94631483166515
132,"Diversion Dam",0,0.94540491355778,0,0,4,4.94540491355778
133,"Diversion Dam",0,0.943585077343039,0,0,4,4.94358507734304
134,"Diversion Dam",0,0.942675159235669,0,0,4,4.94267515923567
135,"Diversion Dam",0,0.941765241128298,0,0,4,4.9417652411283
868,"Grade Control Structure",0,0.940855323020928,0,0,4,4.94085532302093
869,"Grade Control Structure",0,0.939945404913558,0,0,4,4.93994540491356
148,"Diversion Dam",0,0.939035486806187,0,0,4,4.93903548680619
136,"Diversion Dam",0,0.938125568698817,0,0,4,4.93812556869882
137,"Diversion Dam",0,0.937215650591447,0,0,4,4.93721565059145
790,"Grade Control Structure",0,0.936305732484076,0,0,4,4.93630573248408
872,"Grade Control Structure",0,0.930846223839854,0,0,4,4.93084622383985
873,"Grade Control Structure",0,0.929936305732484,0,0,4,4.92993630573248
874,"Grade Control Structure",0,0.929026387625114,0,0,4,4.92902638762511
139,"Diversion Dam",0,0.928116469517743,0,0,4,4.92811646951774
